,title,price,source,product_link,thumbnail,rating,reviews
63,Mufti Self Design Men Crew Neck Green T-shirt,₹524,Myntra,https://www.google.com/shopping/product/17219541168386678482?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQFbrfoNjadcAPyYiRn8qwZAGtqicXRJFPyuShN18yBVvoJ77MOZ-XXq3ttcWkuNQq5q-zxa7n_Si7HGhmpdgJoD1patb7zGWhh7N9AEfKzi9yTTM3M9tsaSA,3.3,3.0
64,Mufti Graphic Print Men Crew Neck Green T-shirt,₹584,Myntra,https://www.google.com/shopping/product/2065743247049105118?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSBjRb7IreYPuCxsOGSm9HaSLMQAWFtj4hhV2TVpzdDNI84zHZV1dZCTyMJiDY0TCE48JCCSIueaSZ19UAUqfD0Ml1-qwQ8VrftrkOItculaYNUFas583Ew2A,3.0,1.0
65,Difference of Opinion Men's Printed Round Neck T-shirt,₹599,Myntra,https://www.google.com/shopping/product/3696271130536781248?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSPpMYe4oYhyDCZhLDL480r0ZtW7-yXhsE3leABZWbcpi8utzKZ5AG3KYrXRTd2XoePIWilsZg77ZBnbRgtCBeRzi0YfYlyKgst1zFpVCAwqERcWXaD8HZg,4.8,5.0
66,Jack & Jones Men's Printed Oversized Fit T-Shirt,"₹1,649",Nykaa Man,https://www.google.com/shopping/product/1999873313779028087?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTozNllorwr_uwMYrHQTkLFM30-gaLW3Rg5YnAizUn7L2hTC25Vw62D5R3BNkbZJvBETJWQRxbTeJtNqkWDAHff76a5PTJsHKPJlt2pUbcZw7P_oWvlRrklWw,3.0,5.0
67,Levi's Men's Printed Crew Neck T-shirt,₹349,Myntra,https://www.google.com/shopping/product/14916850410110396521?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTw1185ECUqEqNGZIWzNbDrQxVmV6So9D4WhHBWUbcxMSufqQlFBRAFfcHsn79kBKA_2-OVqMFUQg-4GwDp2hZLI9Mad4vYL2Zz6JD-4cBdFff2PPuI_MLCHGU,4.3,20.0
68,Levi's Men's Graphic Print T-Shirt,₹526,Myntra,https://www.google.com/shopping/product/3206884321657860564?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSw9gCiNevAYvuL8eyQJAfXZIHevk1MXVWwQjicYv0VP990ouTprk8N3xYvlURNGguY3Gg0McsgL2Ll2PXUQztAau1h80-SNRKDoCmvK9ktFT5Z6JVEIEZqGvY,4.3,9.0
69,Next Men's Pastel Japanese Mix Japanese Print Graphic T-Shirts,"₹2,119",Myntra,https://www.google.com/shopping/product/10362403131216434493?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSAFiwqqJ0mmcLjXHyY3sjUP6ktvPxpom0R7KGye_ve9D80AdJACMAIKuwoPO70cSqqSuKyxk7zESAb-f486mlKrkB8Pgqf4uGEWmXEgpZy9Hw3yc48jgopxw,4.8,6.0
70,The Souled Store Men's Printed Mandarin Collar T-shirt,"₹1,499",The Souled Store,https://www.google.com/shopping/product/12102825303552496232?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTofoOU8y5lQDk-rW4DsjTL78LVFVz3oVcbDlR6scKFCGlP98oNhI_4XC4DqtVMYUSgPn5nRECZGRMdh84lqaBslxaGPIcj87uiW6qJoBsfCrwWCz_IAVv2rg,4.5,6.0
71,Levi's Men's Printed Regular Fit T-Shirt,₹791,Myntra,https://www.google.com/shopping/product/6867004349896576155?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS9vAT8ifKhE_F3LddI2TFX0lMVonlY0928IJgQNl0KnT1q3Oo_UCMbb39ys7aaPtgLFGolYaJWYuHiE56GRoN2mbOELwozbZTbZ-4HnfweG_kym-vOZEp6,4.6,5.0
72,The Souled Store Men's Checkered Casual Shirt,"₹1,330",Nykaa Fashion,https://www.google.com/shopping/product/10370811383584199710?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQNMH5-dDQnBme7V5g0WFAUkC00FtfCsW_vbu0LREeOAtIDfq6scI9QP7A8vyKUpFgAdBizZCDdaIxXDScNzBdGGjLAE17F0pZeHE38GQktq_4tcAKXwjqD,4.0,7.0
73,Levi's Men's Printed Regular Fit T-Shirt,₹791,Myntra,https://www.google.com/shopping/product/6867004349896576155?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSWf0a7c997wpE0JhMoiBT88pgVOCQ6UFWCkoBtAQvaw3U4O7_CvApi__x39y3h5cJ5CqYvqO1Y9WmkA71LGJPvgW3dq9vhTeKawINOW5X0ojKbpEvK_EDa,4.6,5.0
74,The Souled Store Men's Checkered Casual Shirt,"₹1,330",Nykaa Fashion,https://www.google.com/shopping/product/10370811383584199710?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRieDFQ63kdpFEiChRR5dIcAsuhCpwzq4Kxs3JUlG7HBOmhjsnbsuNI7xFOIX1a9RXjDr8uVcLwvMr0NOfrD7nteovAZLMh9mjN0YT-yyt9p6lkTgWLve_t,4.0,7.0
75,The Bear House Men's Oversized Printed Round Neck T-shirt,₹719,Myntra,https://www.google.com/shopping/product/743184600791188140?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQtEnZsK2SEAQCnCCUZfkD0NolQiN5QUNuqpNhNyh2pjz6zMM-HkvfRwyK_qDrcfdP_RXzN-Vw3BASOat1sJaDVQHiwXRkYk_wNWuozPY15ytTFgyWyulic,4.6,21.0
76,Men H&M Loose Fit Printed T-shirt,₹799,H&M,https://www.google.com/shopping/product/751000878686080440?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTZR-M9tZsRid2QkS4UBc_2VMSzwfHs0lWEU44cRHfM8lSOZQszMzYWYpxqthmv03h0WsV-hX95aICIRpEBSdkRjU901QJulOvgQ9zShYrklIusoNvwhSbC,4.7,73.0
77,Max Men's Printed Boxy Fit T-Shirt,₹599,AJIO.com,https://www.google.com/shopping/product/17543518536074576303?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSN-STEyXXRodf7Oom0Bfv9A16x8vGCNv5uQ5K1uw9Akz06V0ukdJQPyDqYsZDk9eeDoFYaUeIPSwgZQMgeRg867DSztfCNxc-I-R6eZEHirkL072gP99-w,5.0,3.0
78,Difference of Opinion Men's Striped Round Neck T-Shirt,₹450,Zepto,https://www.google.com/shopping/product/8227727804179272512?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQAGkB23hDeoZwiKQ41jeXCC_DhhnfsEDqSD5abhARvDE627UZqG6dYlJgOynYFHWyGT8vl34ZDBLJguehPAM41ZjsD2-FK_NxzXhpkXJMDQROjDOvonufQ9w,4.1,817.0
79,The Souled Store Men's Official Deadpool Anti-Hero Oversized T-shirt,"₹1,299",Myntra,https://www.google.com/shopping/product/4630684127344775944?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSUv4a2V3U0QhhpjnQ6KCcW5daaOefYfLz8-lRS9LQbUKOOfEk7B5Y4nkbaKU2VGNtIy4qS6TmVFOAg8LifaRDuHwtgIEZNDHaHkQFwQ-SRp8QtrvzYBjrO,3.0,2.0
80,Bewakoof Men's Stoned Panda Graphic Printed Oversized T-shirt,₹529,Bewakoof.com,https://www.google.com/shopping/product/3940552908749967017?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTxGHpWY1bV9KYYucv9n9d_QTpi7c3VpC5LcReZnlA5QM_-DUQOCIS0C7dogQunARhnrgleUcfOXlgzIrkiiyssdSr1TLpX40dRrernCB3vXZJovX6GGOREmQ,4.4,17.0
81,H&M Men's Regular Fit T-shirts,"₹1,999",H&M,https://www.google.com/shopping/product/7028296923510441444?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS7CS41ianWdCqi3yCYihPKyPnDdxHRiFjfR1b-L6dPaKYmRHSOZHBuTiEbrD0_xSp1ALgaCqDbx3aT1HjTTzTxLtV5XFkZJJWeX4ESDWSEIHYwEWTsJO1sFeI,4.5,732.0
82,NOBERO Men's Oversized Graphic Printed T-Shirt,₹499,Myntra,https://www.google.com/shopping/product/13022722172722556579?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcREaHvzv6P_n4uxA9eYmBzZIZAyIBLDg9U95SXx_Ty_mH_vrk7OGePBnLkafrq0oKiy2JjApXzt5bWOLKS_iMa_w9bvoSPPyh6PXJMU4eRf,4.3,26.0
83,Veirdo Men's Graphic Printed Round Neck T-Shirt,₹363,Amazon.in,https://www.google.com/shopping/product/14860432553491362102?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTGdilUnivoL_Pk_MvUMTUVhWzELr9098k3_BH0GvmiK_NJ2Db3QEBbEUJ9cmP7RlNZHLKXO9WOay0oiq5JjNfOr4smJnuMzJNw6vjNkmccrr27wDhfXTGP,4.3,15.0
84,The Bear House Men's Oversized Crew Neck T-Shirt,₹584,AJIO.com,https://www.google.com/shopping/product/10763773196200971716?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS2O8ftP1krVZJdQxcN-IqHl6vh8uJ2RCD4FBUo-lTKq4N6JrHLyF4IQsRanZWjEoKzDwyhXGP374PtULcUekCDk_MRt1RcXPM6x5THQwnUS_LD-wdwN6AvpQ,1.0,1.0
85,The Souled Store Men Supima T-Shirt At Nykaa Fashion,₹999,The Souled Store,https://www.google.com/shopping/product/15518897180076288333?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQIR0lBKCEZfwgDdPWiU-Z0Wu_ElHFtTVCEPzJ9gi_InNwdMm2i_xCSZyth6dfrC-9wZIrxUgEqlrvhK0Fb2bGC3FZP5aYf4OHOEUXJTokrBcRz3sbERi8Kkw,4.2,24.0
86,HRX by Hrithik Roshan Men's Printed T-shirt,₹419,Myntra,https://www.google.com/shopping/product/16753932454767667782?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRLjBzZf_ZxxToHcy7-SRolt0WDeVVxgFLeP0-8KZOkQv9sMImtogiN44Sr6OJ5bKTiEXH02-7nIegk8pwf3igeDWvoUNj2Uaiph_2lMy1VjihRXMGWViPn,3.4,14.0
87,Levi's Men's Crew Neck T-Shirt,₹769,Levi Strauss India,https://www.google.com/shopping/product/2865007514807870389?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTtaUmF4OzY9L9ucwuFvGA_qNVqrbfimH8gU0dudZ_EPFH9f6z7flVheqq6KtVp-iND-EUgRVsKOsy_VYJXvxcvM7AOrtd_AlANlKXrRl10fAua1eMZh86z8Q,4.3,202.0
88,NOBERO Men's Printed Oversized Fit T-Shirt,₹499,Myntra,https://www.google.com/shopping/product/11182709283007855333?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRL1KgGXJKZ_8pIn_bb0X35y96KBOqy9dXwhEIRSk2JxJ9ePbjHupuTYJPDb37rR8HLqpa_7Kn7iDw5p5gPW6c2JKKJywp3pCe8vzpE6lTDib14UIzp8AMa,4.5,98.0
89,H&M Men's Loose Fit T-shirt,₹799,H&M,https://www.google.com/shopping/product/810116790511597395?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQMYDc9kUCTBDLZIAxrjbvOQc8eIIZS1IQEXttHW7KAhTqSvQ1XLUYoXDzBf1JHysntqpDcqnKqHa3jeD2Ny0Y7wndLM_lYiMROBBAPGRAIf2MXM6MDn6NX,4.4,4300.0
90,Jack & Jones Men's Solid Cotton Lounge T-shirt,₹301,AJIO.com,https://www.google.com/shopping/product/16850982975176095731?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ9b8vxMtv8FORGWHPLnB5Fq8n-xnRAkJI4z2xh0CXcFZMBByvhpIQkvK_QkPUmFi1orONaXfmix68f9w8jyWyLMXMoNpJ2yos-IEZlOTKs5_17_oe4RNId,4.0,21.0
91,Allen Solly Men's Graphic Printed Round Neck T-shirt,₹367,Flipkart,https://www.google.com/shopping/product/1430523372283091766?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRDAvQBgGH6o6mHQ8yys1burgjERPAC4bD4SbDmpLB_3xGRRlvWQzSiuezxAJyRdL58KLbCKU4P9RSZOh1yIEcl1tiJ3rskglP1Fqyh0xcvb_58FngTPl-gkw,4.4,7.0
92,Urbano Fashion Men's Printed Full Sleeve Slim Fit T-Shirt,₹329,Myntra,https://www.google.com/shopping/product/13310165561966445833?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQhJk6QZb25vCP5cNVCq-LU6n0SU6Z5vYmd0BRX9Jm-e-sf65vVmQCsv3Ze1pGcPxd93eBVTDljS83esgjD78zGWC1AwBE4SHFDLFf0BpRiexxsAuuR4yDFkg,3.8,1800.0
93,Urbano Fashion Men's Printed Full Sleeve Slim Fit T-Shirt,₹329,Myntra,https://www.google.com/shopping/product/13310165561966445833?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQhJk6QZb25vCP5cNVCq-LU6n0SU6Z5vYmd0BRX9Jm-e-sf65vVmQCsv3Ze1pGcPxd93eBVTDljS83esgjD78zGWC1AwBE4SHFDLFf0BpRiexxsAuuR4yDFkg,3.8,1800.0
94,The Souled Store Men's Official Spider-Man Oversized T-Shirt,"₹1,424",Amazon.in,https://www.google.com/shopping/product/124896758637690830?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcToyaQ7l0LBAPb_wCm7Z7DRg11dgyvnrbGnezzn2gQkuTgcwC3j-RXgkUzjDWTEpddNipfqM1R1WkxJfQuTpUh-cX3ly_l4picREvQP3y0nIxFcxZUzCOzkSg,4.6,17.0
95,The Souled Store Official FCB Camp Nou Oversized Graphic T-Shirt,"₹1,299",The Souled Store,https://www.google.com/shopping/product/8928744226623694365?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ66B8Sin0cqyqw4QO-j3bgn-v_F7PC3pzfcdf-ybfyFpLoLdGY39j7qz3nJeFRN1DLymyKYbLklmyfFNvpDxl_lR9ktkGKkkMCtZQY9K6jzEcZR2pFBiMh8g,4.9,9.0
96,The Souled Store Men's DC: Batman Logo T-Shirt,₹899,Myntra,https://www.google.com/shopping/product/5683461742922347458?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTpd_TRKHIzBT0I6Ki5E3fCNPd0ai61mkYprLxvYIB9sA6Hn0jsWZdzrIAPRJJVWMF3HxxT__pT4rcqHqp10Lt10EBODjeu6Umcx4dmd3nV8Mf44VJUZMbY,4.1,18.0
97,H&M Men's Regular Fit T-shirt,₹399,H&M,https://www.google.com/shopping/product/17329299541039589993?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcToL7WUDEVOcxyY00MKeZxNZ23qVV2sOLLXVCdg67yQhdI_LLRnW1qpdmFzqbSE7I61DtaNiRFbN7XAabIhMzIeUicTG801CT_kixH8KA-Rd15MimIw6D5iq2A,4.7,19000.0
98,The Bear House Men's Printed Oversized Fit Round Neck T-shirt,"₹1,299",AJIO.com,https://www.google.com/shopping/product/10854721336909094704?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRlwmiLFyHgV_IMiPaGbHVhKDvPSHs5AbwcvzfQJuikkR31EN66uxIy87E4Hpc-8jDgW3DDOQ3RKMFWWzOID5DI1Oa4k9F4UiSgMANhVr7J0EV8PNBhcXvj,4.5,21.0
99,NOBERO Men's Oversized T-Shirt,₹499,Myntra,https://www.google.com/shopping/product/265145229665240480?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQfhL4KoemFsp_cavs5nUeAG7q_8o6PZYWPHllzO944Q1lXeZVW12E2Padwqdir66k4EuluaJEr6jN-1_NuvejffePZeScc2Op6Jc4BKN4VfU5kvJ7nN6SKuw,4.3,155.0
100,Highlander Men's Printed Raw Edge T-shirt,₹335,Myntra,https://www.google.com/shopping/product/5646204376649296935?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQdqK-MVZhqea50it6-b3ZNEkTsO7Y9NO8654to6cMX03VFk-69bFGegsqGZqUMv1GR_YeCKqUeY8hBmUlms6JmssnT-TiuJDgrskxrs3CBaEwMCHeYzHfs,1.0,1.0
101,Veirdo Men's Multicolor Round Neck Oversize T-Shirt,₹399,Myntra,https://www.google.com/shopping/product/13253447970612553905?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT9NpMzXkS6h7BIBnHr683JhliMgwY6ZJaOGInWVcCRmsZTInBql0llrK2EZy3JuEmVhM7Q54dh_GIqn1GWyg4bgEoRthhrfbrDT4iNHYSo5EWs3UfuNpYg7g,4.1,91.0
102,Nobero Men's Regular Fit Half Sleeve T-Shirt,₹499,Nobero,https://www.google.com/shopping/product/8133829020417920499?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTJfyVatftsXlXwNsJNuBNudYXxePtgKSn2YG59cKTkURlc8bjuUfUz4JJ48ZI_JiYTkxXeYCLCyHYTqe9E5hNnlV7EAUz8Fa26twLFkirZ2Lv4DuqJ9Evl,4.7,34.0
103,The Souled Store Men's Embroidered Round Neck T-Shirt,₹999,Myntra,https://www.google.com/shopping/product/1672122936610566550?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRp2jbmAoyi8kEZgi26pHi2_t3h7tcHuf58o5AScVxGpF6zi_hUkqaFAMF5Ij6T-YfPokVJTc0BbBKZ7ODGqa4HbwTNw5w0QaL5wYQSXEpsEwvZY3UUd-SU,5.0,5.0
104,The Souled Store Men's Solids Oversized T-Shirt,₹649,Myntra,https://www.google.com/shopping/product/6385460947343789083?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQDz95fXVaf5L-kdiUL1Ggu-Vp7jfkaXuuWJF43C8qrPvlTmNBq6HebDzPeiNUQMCSrZ9g1uaf8RAkTocRmuX7xuO3uFSOZ-52CjFoa6keMJWLY21sGz2KL,4.1,15.0
105,NOBERO Men's Oversized T-Shirt,₹499,Myntra,https://www.google.com/shopping/product/265145229665240480?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQfhL4KoemFsp_cavs5nUeAG7q_8o6PZYWPHllzO944Q1lXeZVW12E2Padwqdir66k4EuluaJEr6jN-1_NuvejffePZeScc2Op6Jc4BKN4VfU5kvJ7nN6SKuw,4.3,155.0
106,Jack & Jones Men's Solid Round Neck T-Shirt,₹419,Tata CLiQ Fashion,https://www.google.com/shopping/product/9399124483004653554?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTshGspUtnCtST8-C3e1MZ1hrRs4XVVuPtpDhxlzMqxMp-wga5CfmmLIwaJbb8N7lU06PUtqQnnti4DBThnJMnvKGUrUJkD_ny2kjIYSCSkUlWcjO3hqDZ_,4.4,19.0
107,The Souled Store Men's Solids Oversized T-Shirt,₹649,Myntra,https://www.google.com/shopping/product/6385460947343789083?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQDz95fXVaf5L-kdiUL1Ggu-Vp7jfkaXuuWJF43C8qrPvlTmNBq6HebDzPeiNUQMCSrZ9g1uaf8RAkTocRmuX7xuO3uFSOZ-52CjFoa6keMJWLY21sGz2KL,4.1,15.0
108,The Indian Garage Co. Men's Abstract Crew Neck T-shirt,₹249,Myntra,https://www.google.com/shopping/product/6630763228465676455?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQs2L54KhTeKSKRlnIXJAH69TTuaTVfDTesCrEZi73993WkOFg34OxothyRCO9BlwsliS5Q04xNIqf5WEuNvQsZb3q1eB5JrUXNQA4PpvmogIfxUGIf1vcr,4.0,4.0
109,Max Men's Solid Lounge T-Shirt,₹199,AJIO.com,https://www.google.com/shopping/product/1787256616926049138?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRMJhcSagPPgnDcsEF_XRsvFAh5ueWWWM4FAKqdJOnM5L745YoeLD4AldF2vjlONJnRur2cdherzG6E4LWT3wDW4zl8J9yA95JfTSQwyVAvKQ-B2EbHfmD8,4.3,758.0
110,The Souled Store Men's Acid Drip Graphic Printed T-Shirt,"₹1,199",Amazon.in,https://www.google.com/shopping/product/9179230417480096681?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSUwbCdV52UQyRak08nIApY9TI1PAfp3lZJQmzVCaacuzoorw7xejtTMBw6m972FqCaOHiMWOuN-qyuM9suKlJFWL70Nuk5rlOgoLWsVL7XisguIT2V4B3v8A,4.9,9.0
111,Boohoo Oversized Rhinestone Pour Homme T-shirt,₹594,Myntra,https://www.google.com/shopping/product/14867706093082657601?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcThredgdyowCT8Lz3Auv89z9p_HWhWjByso1UhNGmHTwOKikIWnPz-OS-IfiY7ai4g19KQUB_Z79Wjnl6LfWbt4gpOEIzJy9N_Va6MEPTfxMKfru20GOsUzAQ,3.0,2.0
112,The Souled Store Men's Original Solids Indigo Blue Bliss T-Shirt,₹499,Tata CLiQ Fashion,https://www.google.com/shopping/product/4443172104089210749?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSQqjc-17ikQ_xj_DQzZLmFedgQYTQM2AR-DMKK8X-EakkYB6X6zxPLDIqmiAzD_dTGno3HU9K0xI_eNU_9cTOJeO-ptzd4ozEucHiCbXhhIWgL0deBXgA7,4.2,5.0
113,The Souled Store Men's Printed Round Neck T-shirt,₹849,Myntra,https://www.google.com/shopping/product/15618678399041818377?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS9iHJg9oiAfu2C3x9Z-cNcW5dtvTwf0I11wtiJwTSO7f9ZWlMPSYL8p372ch2f_nHFF_f9Wo3gjjPhBAmDGeAR2n-LCNtEFWWYUDqV8Lsa-9FwVZSCf2o4Pg,4.2,13.0
114,The Souled Store Courage: Living Rent-Free T-Shirts,₹499,The Souled Store,https://www.google.com/shopping/product/6978847275920528521?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSTZOrA_Xk3u4x5mz-Gf7rhigezCdTqfkHLn2DfrBcP8LT3uKXfgRrRJcXW-nylzw8Hh44vd7mbID1m0BzsDl7MZTptp4s1WaDLSP-F_cIXWMGT7VXypcH_zw,5.0,10.0
115,Veirdo Men's Oversized Printed Round Neck T-shirt,₹329,Flipkart,https://www.google.com/shopping/product/9183184552866085254?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSdc4sQNLKBFoqbHQ4Nr5cqp4EQtQR5cGuu1mX1GYI_pD1nHf77neGLDKdij1dAdHcQEOY8mqLwBAZ2y-5-dZk9X6MeZsSovODzribDh_JWD33PKnPCVi77cZQ,4.3,82.0
116,U.S. Polo Assn. Men's Striped Comfort Fit Lounge T-Shirt,₹640,U.S. Polo Assn.,https://www.google.com/shopping/product/11246346394613508169?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQjf-E77E2S-Yijk7VDYkqpFrZLrHscP_zc4l6PnMxGqTDifNltzNE8fBZ-b93s5nMvQfsfbQw2jnTGgcuK4b5XgyBgsnnpHY3JMWbLQYZx5ZvR2aHZ34D9,4.5,27.0
117,U.S. Polo Assn. Men's Solid V-Neck T-Shirt,₹503,AJIO.com,https://www.google.com/shopping/product/4120931262387543409?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSiX3lE8XOY76IvpJlBb_Bzw6vV9TRoBpIXNxvzIBaCQtkC3j93RWPZZt4OhN3am0MAYykDGXdrk8pReRNaDb-PKeNCYQFPHAzXvpAp98Y8Mv3OXkzXY8UA,3.8,23.0
118,THE BEAR HOUSE Men's Solid Crew Neck T-Shirt,"₹1,039",thebearhouse.com,https://www.google.com/shopping/product/8872079270376064515?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTMuU-apyVFF9kvWOKQYXReHtBjnKRcE5433ksrMlI3U0R5Xbt1Jq48VtvhlGERVbITcQqH94w3qvRCTZPtl8UXfg5pfs_s0HBuhA7IjIsp2CtVWI9TEcWIhw,4.0,3.0
119,The Souled Store Men's Too Lazy Printed T-Shirt,₹699,The Souled Store,https://www.google.com/shopping/product/13486249654998522671?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQgE66jZJ42PQmN1XTyR5QjhGV-iEpTn0BiWo3usO4l2U90clazEBu7tgz24f6iSsnIXnbj9v16p8Q-wFHUQodRgyacDM1KFapkPzG2qH5ZUxhIVO0paIgs7p0,5.0,3.0
120,"Calvin Klein Jeans Men Relaxed Fit Crew-Neck T-Shirt For Men (Grey, XL)","₹2,699",AJIO.com,https://www.google.com/shopping/product/1?gl=in&prds=pid:8953174973741244898,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSpdbiRij3yLJ3NPqF3D3KjZTx2Pa5GsTLKcK0hqnAtBomD1A5qEaGie-fj4PL6QX_l6l8ueHto2FLis-43vuMnrgvDZDwSW6NAoks8KftgrU4RTAaD9cybtA,4.6,107.0
121,Men H&M Loose Fit Printed T-shirt,₹799,H&M,https://www.google.com/shopping/product/12895040387211039931?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTZR-M9tZsRid2QkS4UBc_2VMSzwfHs0lWEU44cRHfM8lSOZQszMzYWYpxqthmv03h0WsV-hX95aICIRpEBSdkRjU901QJulOvgQ9zShYrklIusoNvwhSbC,4.7,73.0
122,Personalized Polyester T-shirts,₹320,Vistaprint.in,https://www.google.com/shopping/product/15094393839588330288?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR2es_ozKt53tnjGoXmSInbjnH51VpRfdjgYee-WVyjPBnviLSaVje4nsG-vIRdSHOT7RFH2ZoS7fmC2TRSyH0YS_HlYYprixUQgT-dgqfxt5DcIvLIiINK,3.5,20.0
123,Men's Personalized No Min. Qty Christmas Template T-Shirts,₹420,Vistaprint.in,https://www.google.com/shopping/product/6219500743863272294?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRXf9xM3w6urwXigrqPI8LxOCxvuQNd_dtTyIoahTprJ4xk4YtzU_yc0r8OiECWz3gFDGidRJxwGhNvWVbTEeKo_GAHI6cpOnly0UulcHKW9qWkahYmfsVV4w,4.4,42.0
124,H&M Men's Slim Fit T-shirt,"₹1,299",H&M,https://www.google.com/shopping/product/15075973077013511596?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ15J2TGTS9HBW8pE5gHf_NE-DzmSwEPuNA_b1lmApeHf0_riPTteCj5tws5W9hcX0GwQE_1PQv1l2EEXnJ3JtbpxqBQEqTZe-Pa5g0boLPw3JMpSiQhTSoXQ,4.5,57.0
